filename,start,end,freq_max,freq_min,sound_id_species,call_type,comments,duration
/home/sadman/projects/ctb-ruthjoy/SRKW/ONC/BarkleyCanyon/ICLISTENHF1251_20140801T173029.299Z.wav,94.56274,95.70341,680.94,109.12,HB,,NS,1.14067
/home/sadman/projects/ctb-ruthjoy/SRKW/ONC/BarkleyCanyon/ICLISTENHF1251_20140104T095200.624Z.wav,72.23147,72.88956,20854.95,2991.95,D,PC,,0.65809
/home/sadman/projects/ctb-ruthjoy/SRKW/ONC/BarkleyCanyon/ICLISTENHF1251_20140203T194101.641Z.wav,220.217,221.424,531.8,323.7,HB,TC,S,1.207
/home/sadman/projects/ctb-ruthjoy/SRKW/ONC/BarkleyCanyon/ICLISTENHF1251_20141203T085145.183Z.wav,23.15589,24.41065,577.33,149.44,HB,TC,,1.25476
/home/sadman/projects/ctb-ruthjoy/SRKW/ONC/BarkleyCanyon/ICLISTENHF1251_20141103T023458.396Z.wav,7.87072,10.30418,429.25,116.85,HB,TC,,2.43346
/home/sadman/projects/ctb-ruthjoy/SRKW/ONC/BarkleyCanyon/ICLISTENHF1251_20140704T191257.513Z.wav,70.41825,71.97718,9791.84,112.88,HB,NT,NS,1.55893
/home/sadman/projects/ctb-ruthjoy/SRKW/ONC/BarkleyCanyon/ICLISTENHF1251_20140904T102409.183Z.wav,24.10646,26.08364,935.02,443.75,HB,TC,NS,1.97718
/home/sadman/projects/ctb-ruthjoy/SRKW/ONC/BarkleyCanyon/ICLISTENHF1251_20130812T184120.873Z.wav,130.09614,131.32212,31999,417.2,KW,BZ,OKW,1.22598
/home/sadman/projects/ctb-ruthjoy/SRKW/ONC/BarkleyCanyon/ICLISTENHF1251_20130812T183620.871Z.wav,79.63341,81.11178,11720.9,666.16,KW,PC,OKW,1.47837
/home/sadman/projects/ctb-ruthjoy/SRKW/ONC/BarkleyCanyon/ICLISTENHF1251_20140104T194150.159Z.wav,29.08745,31.02662,815.41,261.1,HB,NT,S,1.93917
/home/sadman/projects/ctb-ruthjoy/SRKW/ONC/BarkleyCanyon/ICLISTENHF1251_20140401T123458.904Z.wav,220.87451,222.62357,5474.55,761.39,KW,PC,,1.74906
/home/sadman/projects/ctb-ruthjoy/SRKW/ONC/BarkleyCanyon/ICLISTENHF1251_20140103T104200.353Z.wav,11.11186,12.35767,502.75,216.86,HB,TC,S,1.24581
/home/sadman/projects/ctb-ruthjoy/SRKW/ONC/BarkleyCanyon/ICLISTENHF1251_20141103T010458.381Z.wav,4.18251,6.95817,456.37,246.18,HB,TC,,2.77566
/home/sadman/projects/ctb-ruthjoy/SRKW/ONC/BarkleyCanyon/ICLISTENHF1251_20140202T043456.263Z.wav,8.34601,9.63877,562.62,183.64,HB,TC,S,1.29276
/home/sadman/projects/ctb-ruthjoy/SRKW/ONC/BarkleyCanyon/ICLISTENHF1251_20140301T032327.432Z.wav,46.76806,48.44106,437.81,241.55,HB,O,S,1.673
/home/sadman/projects/ctb-ruthjoy/SRKW/ONC/BarkleyCanyon/ICLISTENHF1251_20130812T192120.882Z.wav,115.85337,117.22356,10299.05,992.89,KW,PC,OKW,1.37019
/home/sadman/projects/ctb-ruthjoy/SRKW/ONC/BarkleyCanyon/ICLISTENHF1251_20130730T090320.108Z.wav,99.49004,101.84229,13125.98,3760.41,KW,BZ,SRKW,2.35225
/home/sadman/projects/ctb-ruthjoy/SRKW/ONC/BarkleyCanyon/ICLISTENHF1251_20140102T071200.064Z.wav,184.01664,184.60666,25931.69,7131.33,D,PC,,0.59002
/home/sadman/projects/ctb-ruthjoy/SRKW/ONC/BarkleyCanyon/ICLISTENHF1251_20130812T184620.874Z.wav,286.69303,287.46827,7131.33,1618.31,KW,PC,OKW,0.77524
/home/sadman/projects/ctb-ruthjoy/SRKW/ONC/BarkleyCanyon/ICLISTENHF1251_20140104T092200.619Z.wav,30.4,31.741,462.4,177.3,HB,,S,1.341
/home/sadman/projects/ctb-ruthjoy/SRKW/ONC/BarkleyCanyon/ICLISTENHF1251_20130730T074820.094Z.wav,206.10977,207.06876,4206.13,339.43,KW,PC,SRKW,0.95899
/home/sadman/projects/ctb-ruthjoy/SRKW/ONC/BarkleyCanyon/ICLISTENHF1251_20141203T184122.151Z.wav,67.64258,70,506.88,220.76,HB,TC,,2.35742
/home/sadman/projects/ctb-ruthjoy/SRKW/ONC/BarkleyCanyon/ICLISTENHF1251_20140401T050458.819Z.wav,87.71863,90.03802,3837.02,1933.2,D,W,,2.31939
/home/sadman/projects/ctb-ruthjoy/SRKW/ONC/BarkleyCanyon/ICLISTENHF1251_20140904T021409.092Z.wav,161.14067,161.93916,443.75,167.12,HB,,NS,0.79849
/home/sadman/projects/ctb-ruthjoy/SRKW/ONC/BarkleyCanyon/ICLISTENHF1251_20141003T114130.928Z.wav,48.13688,50.30418,327.6,149.44,HB,TC,,2.1673
/home/sadman/projects/ctb-ruthjoy/SRKW/ONC/BarkleyCanyon/ICLISTENHF1251_20130730T081820.100Z.wav,254.74572,255.86755,6037.29,925.19,KW,PC,SRKW,1.12183
/home/sadman/projects/ctb-ruthjoy/SRKW/ONC/BarkleyCanyon/ICLISTENHF1251_20140904T111409.191Z.wav,4.71483,5.47529,20080.77,3020.04,D,PC,,0.76046
/home/sadman/projects/ctb-ruthjoy/SRKW/ONC/BarkleyCanyon/ICLISTENHF1251_20141001T093108.400Z.wav,18.44105,20.41825,241.55,116.75,HB,,NS,1.9772
/home/sadman/projects/ctb-ruthjoy/SRKW/ONC/BarkleyCanyon/ICLISTENHF1251_20140401T225459.005Z.wav,288.639,289.635,485.5,316,HB,TC,,0.996
/home/sadman/projects/ctb-ruthjoy/SRKW/ONC/BarkleyCanyon/ICLISTENHF1251_20140704T060257.369Z.wav,17.45247,20,361.42,26.04,HB,,NS,2.54753
/home/sadman/projects/ctb-ruthjoy/SRKW/ONC/BarkleyCanyon/ICLISTENHF1251_20140202T022456.234Z.wav,21.74904,23.38403,829.3,562.62,HB,TC,S,1.63499
/home/sadman/projects/ctb-ruthjoy/SRKW/ONC/BarkleyCanyon/ICLISTENHF1251_20141203T011145.072Z.wav,238.97338,240.30418,437.81,67.7,HB,TC,,1.3308
/home/sadman/projects/ctb-ruthjoy/SRKW/ONC/BarkleyCanyon/ICLISTENHF1251_20141103T033458.408Z.wav,13.4981,17.03422,861.57,432.57,HB,TC,,3.53612
/home/sadman/projects/ctb-ruthjoy/SRKW/ONC/BarkleyCanyon/ICLISTENHF1251_20140502T193349.776Z.wav,275.39924,277.26235,5523.17,2961.5,D,W,,1.86311
/home/sadman/projects/ctb-ruthjoy/SRKW/ONC/BarkleyCanyon/ICLISTENHF1251_20140703T180031.036Z.wav,11.36882,13.0038,13492.2,2764.01,D,PC,,1.63498
/home/sadman/projects/ctb-ruthjoy/SRKW/ONC/BarkleyCanyon/ICLISTENHF1251_20140203T233101.683Z.wav,199.526,200.407,632,377.6,HB,TC,S,0.881
/home/sadman/projects/ctb-ruthjoy/SRKW/ONC/BarkleyCanyon/ICLISTENHF1251_20140103T045200.273Z.wav,1.36,2.031,545,81.7,HB,,S,0.671
/home/sadman/projects/ctb-ruthjoy/SRKW/ONC/BarkleyCanyon/ICLISTENHF1251_20140202T141456.369Z.wav,42.552,43.51,547.2,262,HB,TC,,0.958
/home/sadman/projects/ctb-ruthjoy/SRKW/ONC/BarkleyCanyon/ICLISTENHF1251_20140803T114424.072Z.wav,78,78.468,647.4,18.9,HB,NT,NS,0.468
/home/sadman/projects/ctb-ruthjoy/SRKW/ONC/BarkleyCanyon/ICLISTENHF1251_20140701T101216.180Z.wav,282.35741,283.65019,332.26,154.33,HB,NT,NS,1.29278
/home/sadman/projects/ctb-ruthjoy/SRKW/ONC/BarkleyCanyon/ICLISTENHF1251_20140902T080408.632Z.wav,31.52512,32.27871,5086.84,975.59,KW,PC,,0.75359
/home/sadman/projects/ctb-ruthjoy/SRKW/ONC/BarkleyCanyon/ICLISTENHF1251_20140101T141159.881Z.wav,241.57736,242.44139,474.44,351.47,HB,TC,S,0.86403
/home/sadman/projects/ctb-ruthjoy/SRKW/ONC/BarkleyCanyon/ICLISTENHF1251_20140704T022257.329Z.wav,144.232,145.672,666.3,433.7,HB,TC,NS,1.44
/home/sadman/projects/ctb-ruthjoy/SRKW/ONC/BarkleyCanyon/ICLISTENHF1251_20141103T004458.377Z.wav,155.209126,156.311787,526.52,358.67,HB,TC,,1.102661
/home/sadman/projects/ctb-ruthjoy/SRKW/ONC/BarkleyCanyon/ICLISTENHF1251_20141001T065108.371Z.wav,22.6616,23.91635,819.3,120.73,HB,,,1.25475
/home/sadman/projects/ctb-ruthjoy/SRKW/ONC/BarkleyCanyon/ICLISTENHF1251_20140904T115409.198Z.wav,128.27153,128.64832,28402.34,1180.39,D,PC,,0.37679
/home/sadman/projects/ctb-ruthjoy/SRKW/ONC/BarkleyCanyon/ICLISTENHF1251_20130730T092320.112Z.wav,262.27381,264.02894,6523.4,1242.08,KW,W,SRKW,1.75513
/home/sadman/projects/ctb-ruthjoy/SRKW/ONC/BarkleyCanyon/ICLISTENHF1251_20141002T085209.884Z.wav,63.04322,64.08763,22445.69,2150.58,D,PC,,1.04441
/home/sadman/projects/ctb-ruthjoy/SRKW/ONC/BarkleyCanyon/ICLISTENHF1251_20141203T103122.076Z.wav,38.85932,40.95057,592.35,177.99,HB,TC,,2.09125
/home/sadman/projects/ctb-ruthjoy/SRKW/ONC/BarkleyCanyon/ICLISTENHF1251_20141104T175302.512Z.wav,48.19110584,48.71393991,21524.78,1868.7,D,PC,,0.52283407
/home/sadman/projects/ctb-ruthjoy/SRKW/ONC/BarkleyCanyon/ICLISTENHF1251_20140201T110212.203Z.wav,266.31179,267.71863,541.15,279.81,HB,TC,S,1.40684
/home/sadman/projects/ctb-ruthjoy/SRKW/ONC/BarkleyCanyon/ICLISTENHF1251_20141002T091209.888Z.wav,80.76045,82.18631,19446.58,4371.27,D,PC,,1.42586
/home/sadman/projects/ctb-ruthjoy/SRKW/ONC/BarkleyCanyon/ICLISTENHF1251_20141001T033108.335Z.wav,112.6616,115.05702,555.39,327.6,HB,TC,,2.39542
/home/sadman/projects/ctb-ruthjoy/SRKW/ONC/BarkleyCanyon/ICLISTENHF1251_20141102T214458.345Z.wav,29.96198,31.44487,442.64,302.93,HB,TC,,1.48289
/home/sadman/projects/ctb-ruthjoy/SRKW/ONC/BarkleyCanyon/ICLISTENHF1251_20130730T080820.097Z.wav,35.53679,36.31483,5959.28,958.54,KW,PC,SRKW,0.77804
/home/sadman/projects/ctb-ruthjoy/SRKW/ONC/BarkleyCanyon/ICLISTENHF1251_20141201T164339.186Z.wav,18.06083,20.03802,3199,128.48,HB,TC,,1.97719
/home/sadman/projects/ctb-ruthjoy/SRKW/ONC/BarkleyCanyon/ICLISTENHF1251_20140703T183031.040Z.wav,41.55894,43.04183,12593.71,2168.09,D,PC,,1.48289
/home/sadman/projects/ctb-ruthjoy/SRKW/ONC/BarkleyCanyon/ICLISTENHF1251_20140704T120257.436Z.wav,15.57416,15.96889,25407.72,2117.61,D,PC,,0.39473
/home/sadman/projects/ctb-ruthjoy/SRKW/ONC/BarkleyCanyon/ICLISTENHF1251_20140901T055408.346Z.wav,78.70722,80.45627,1612.09,75.53,HB,,NS,1.74905
/home/sadman/projects/ctb-ruthjoy/SRKW/ONC/BarkleyCanyon/ICLISTENHF1251_20140202T113456.334Z.wav,123.34601,125.28517,615.5,409.12,HB,TC,S,1.93916
/home/sadman/projects/ctb-ruthjoy/SRKW/ONC/BarkleyCanyon/ICLISTENHF1251_20140702T235216.595Z.wav,68.51711,70.11407,715.77,64.05,HB,,NS,1.59696
/home/sadman/projects/ctb-ruthjoy/SRKW/ONC/BarkleyCanyon/ICLISTENHF1251_20141203T212118.812Z.wav,9.20152,11.29278,420.4,263.94,HB,TC,,2.09126
/home/sadman/projects/ctb-ruthjoy/SRKW/ONC/BarkleyCanyon/ICLISTENHF1251_20141201T214144.812Z.wav,68.34735,69.28485,17954.1,3762.7,D,PC,,0.9375
/home/sadman/projects/ctb-ruthjoy/SRKW/ONC/BarkleyCanyon/ICLISTENHF1251_20140903T050408.862Z.wav,230.64638,232.81369,409.12,93.46,HB,TC,NS,2.16731
/home/sadman/projects/ctb-ruthjoy/SRKW/ONC/BarkleyCanyon/ICLISTENHF1251_20140803T124424.084Z.wav,47.90875,49.01141,577.33,252.54,HB,TC,NS,1.10266
/home/sadman/projects/ctb-ruthjoy/SRKW/ONC/BarkleyCanyon/ICLISTENHF1251_20140804T081424.301Z.wav,14.94297,16.80608,313.94,67.7,HB,NT,NS,1.86311
/home/sadman/projects/ctb-ruthjoy/SRKW/ONC/BarkleyCanyon/ICLISTENHF1251_20140103T180200.447Z.wav,71.99598,73.18151,516.04,295.04,HB,TC,S,1.18553
/home/sadman/projects/ctb-ruthjoy/SRKW/ONC/BarkleyCanyon/ICLISTENHF1251_20140702T080216.417Z.wav,8.97337,10.64639,468.16,85.6,HB,NT,NS,1.67302
/home/sadman/projects/ctb-ruthjoy/SRKW/ONC/BarkleyCanyon/ICLISTENHF1251_20130730T081820.100Z.wav,54.24607,56.6345,5436.42,1160.41,KW,PC,SRKW,2.38843
/home/sadman/projects/ctb-ruthjoy/SRKW/ONC/BarkleyCanyon/ICLISTENHF1251_20141002T081209.877Z.wav,278.169,278.406,19400.5,5536.8,D,PC,,0.237
/home/sadman/projects/ctb-ruthjoy/SRKW/ONC/BarkleyCanyon/ICLISTENHF1251_20141203T165122.154Z.wav,46.12167,48.327,615.5,172.49,HB,TC,,2.20533
/home/sadman/projects/ctb-ruthjoy/SRKW/ONC/BarkleyCanyon/ICLISTENHF1251_20140102T053200.047Z.wav,238.02572,238.97881,14302.02,3167.54,D,PC,,0.95309
/home/sadman/projects/ctb-ruthjoy/SRKW/ONC/BarkleyCanyon/ICLISTENHF1251_20140902T075408.631Z.wav,298.9055,299.82056,6440.19,908.88,KW,PC,,0.91506
/home/sadman/projects/ctb-ruthjoy/SRKW/ONC/BarkleyCanyon/ICLISTENHF1251_20140203T071456.554Z.wav,87.41445,88.44106,562.62,341.75,HB,TC,S,1.02661
/home/sadman/projects/ctb-ruthjoy/SRKW/ONC/BarkleyCanyon/ICLISTENHF1251_20140203T030456.497Z.wav,116.315,117.407,524.1,262,HB,TC,S,1.092
/home/sadman/projects/ctb-ruthjoy/SRKW/ONC/BarkleyCanyon/ICLISTENHF1251_20140904T022409.094Z.wav,236.832,237.717,421.1,25.1,HB,,NS,0.885
/home/sadman/projects/ctb-ruthjoy/SRKW/ONC/BarkleyCanyon/ICLISTENHF1251_20130812T195120.888Z.wav,50.78726,51.86898,9937.29,2021.22,KW,PC,OKW,1.08172
/home/sadman/projects/ctb-ruthjoy/SRKW/ONC/BarkleyCanyon/ICLISTENHF1251_20140903T101408.917Z.wav,82.955,83.875,276.6,578.3,HB,TC,NS,0.92
/home/sadman/projects/ctb-ruthjoy/SRKW/ONC/BarkleyCanyon/ICLISTENHF1251_20140201T051212.135Z.wav,108.7300899,109.2532222,9134.14,2905.62,D,PC,,0.5231323
/home/sadman/projects/ctb-ruthjoy/SRKW/ONC/BarkleyCanyon/ICLISTENHF1251_20141003T003130.805Z.wav,113.23194,115.93156,461.95,263.94,HB,TC,S,2.69962
/home/sadman/projects/ctb-ruthjoy/SRKW/ONC/BarkleyCanyon/ICLISTENHF1251_20141103T031458.404Z.wav,55.20913,57.41445,724.13,376.07,HB,TC,,2.20532
/home/sadman/projects/ctb-ruthjoy/SRKW/ONC/BarkleyCanyon/ICLISTENHF1251_20141001T041108.342Z.wav,62.88972,64.60076,742.86,120.73,HB,,NS,1.71104
/home/sadman/projects/ctb-ruthjoy/SRKW/ONC/BarkleyCanyon/ICLISTENHF1251_20130812T200120.890Z.wav,14.83773,15.48678,25407.72,4886.22,KW,BZ,OKW,0.64905
/home/sadman/projects/ctb-ruthjoy/SRKW/ONC/BarkleyCanyon/ICLISTENHF1251_20140704T101257.415Z.wav,65.39924,66.84411,870.33,131.16,HB,NT,NS,1.44487
/home/sadman/projects/ctb-ruthjoy/SRKW/ONC/BarkleyCanyon/ICLISTENHF1251_20140304T055328.246Z.wav,158.82129,160.76045,506.88,275.77,HB,NT,S,1.93916
/home/sadman/projects/ctb-ruthjoy/SRKW/ONC/BarkleyCanyon/ICLISTENHF1251_20140704T104257.421Z.wav,16.48922,17.09928,12708.12,4952.35,D,PC,,0.61006
/home/sadman/projects/ctb-ruthjoy/SRKW/ONC/BarkleyCanyon/ICLISTENHF1251_20140101T124159.864Z.wav,61.69792,62.24045,31808.81,19304,D,PC,,0.54253
/home/sadman/projects/ctb-ruthjoy/SRKW/ONC/BarkleyCanyon/ICLISTENHF1251_20140201T040212.120Z.wav,21.59696,23.46008,555.39,267.82,HB,TC,S,1.86312
/home/sadman/projects/ctb-ruthjoy/SRKW/ONC/BarkleyCanyon/ICLISTENHF1251_20140201T055212.143Z.wav,277.361,279.008,624.3,300.6,HB,TC,S,1.647
/home/sadman/projects/ctb-ruthjoy/SRKW/ONC/BarkleyCanyon/ICLISTENHF1251_20141204T233132.177Z.wav,19.65779,21.78707,2656.17,480.79,HB,TC,,2.12928
/home/sadman/projects/ctb-ruthjoy/SRKW/ONC/BarkleyCanyon/ICLISTENHF1251_20140704T023257.331Z.wav,118.13688,120.26615,398.09,75.53,HB,NT,NS,2.12927
/home/sadman/projects/ctb-ruthjoy/SRKW/ONC/BarkleyCanyon/ICLISTENHF1251_20140103T172200.439Z.wav,6.51037,7.7562,434.63,278.57,HB,TC,S,1.24583
/home/sadman/projects/ctb-ruthjoy/SRKW/ONC/BarkleyCanyon/ICLISTENHF1251_20140904T120409.200Z.wav,24.88636,25.35287,24136.29,2150.58,D,PC,,0.46651
/home/sadman/projects/ctb-ruthjoy/SRKW/ONC/BarkleyCanyon/ICLISTENHF1251_20140902T084408.640Z.wav,152.22488,152.9067,7041.7,1592.3,KW,PC,,0.68182
/home/sadman/projects/ctb-ruthjoy/SRKW/ONC/BarkleyCanyon/ICLISTENHF1251_20140104T234150.204Z.wav,40.20913,42.6616,575.3,320.65,HB,TC,S,2.45247
/home/sadman/projects/ctb-ruthjoy/SRKW/ONC/BarkleyCanyon/ICLISTENHF1251_20140904T122409.203Z.wav,17.33254,17.85286,20635.57,2821.38,D,PC,,0.52032
/home/sadman/projects/ctb-ruthjoy/SRKW/ONC/BarkleyCanyon/ICLISTENHF1251_20130812T193120.884Z.wav,71.0697,71.97115,10422.05,470.61,KW,PC,OKW,0.90145
/home/sadman/projects/ctb-ruthjoy/SRKW/ONC/BarkleyCanyon/ICLISTENHF1251_20140202T143456.373Z.wav,90.79848,92.43345,480.79,237.97,HB,TC,S,1.63497
/home/sadman/projects/ctb-ruthjoy/SRKW/ONC/BarkleyCanyon/ICLISTENHF1251_20140102T162200.157Z.wav,103.46282,105.97455,607.7,271.77,HB,TC,S,2.51173
/home/sadman/projects/ctb-ruthjoy/SRKW/ONC/BarkleyCanyon/ICLISTENHF1251_20141003T132240.322Z.wav,249.96198,251.63498,829.3,177.99,HB,O,,1.673
/home/sadman/projects/ctb-ruthjoy/SRKW/ONC/BarkleyCanyon/ICLISTENHF1251_20140202T074456.277Z.wav,6.92015,7.75665,819.3,493.69,HB,TC,S,0.8365
/home/sadman/projects/ctb-ruthjoy/SRKW/ONC/BarkleyCanyon/ICLISTENHF1251_20141002T091209.888Z.wav,9.79592,10.78631,23888.47,1781.89,D,PC,,0.99039
/home/sadman/projects/ctb-ruthjoy/SRKW/ONC/BarkleyCanyon/ICLISTENHF1251_20141104T181302.516Z.wav,33.47957,33.98438,19777.19,2467.04,D,PC,,0.50481
/home/sadman/projects/ctb-ruthjoy/SRKW/ONC/BarkleyCanyon/ICLISTENHF1251_20141001T141322.072Z.wav,37.52852,40.79847,647.52,156.81,HB,TC,NS,3.26995
/home/sadman/projects/ctb-ruthjoy/SRKW/ONC/BarkleyCanyon/ICLISTENHF1251_20141203T203118.799Z.wav,68.21293,69.96197,780.3,437.81,HB,TC,,1.74904
/home/sadman/projects/ctb-ruthjoy/SRKW/ONC/BarkleyCanyon/ICLISTENHF1251_20141003T080130.891Z.wav,92.561,92.653,23062.7,8632.2,D,PC,,0.092
/home/sadman/projects/ctb-ruthjoy/SRKW/ONC/BarkleyCanyon/ICLISTENHF1251_20140104T112200.641Z.wav,256.68309,257.45641,20635.57,3080.4,D,PC,,0.77332
/home/sadman/projects/ctb-ruthjoy/SRKW/ONC/BarkleyCanyon/ICLISTENHF1251_20141102T222458.352Z.wav,57.56654,59.69582,646.15,446.04,HB,TC,,2.12928
/home/sadman/projects/ctb-ruthjoy/SRKW/ONC/BarkleyCanyon/ICLISTENHF1251_20141203T160122.144Z.wav,25.43725,27.56653,426.14,114.8,HB,TC,,2.12928
/home/sadman/projects/ctb-ruthjoy/SRKW/ONC/BarkleyCanyon/ICLISTENHF1251_20141001T125322.058Z.wav,53.91635,56.42586,592.35,129.02,HB,TC,NS,2.50951
/home/sadman/projects/ctb-ruthjoy/SRKW/ONC/BarkleyCanyon/ICLISTENHF1251_20141104T204302.545Z.wav,264.037,264.206,4795.6,2659.4,D,PC,,0.169
/home/sadman/projects/ctb-ruthjoy/SRKW/ONC/BarkleyCanyon/ICLISTENHF1251_20140104T094200.622Z.wav,30.22814,31.1597,256.29,105.46,HB,TC,S,0.93156
/home/sadman/projects/ctb-ruthjoy/SRKW/ONC/BarkleyCanyon/ICLISTENHF1251_20141202T013144.855Z.wav,63.8403,65.019,468.16,296.47,HB,TC,,1.1787
/home/sadman/projects/ctb-ruthjoy/SRKW/ONC/BarkleyCanyon/ICLISTENHF1251_20140902T081408.634Z.wav,217.3744,218.73804,5805.79,1263.22,KW,PC,,1.36364
/home/sadman/projects/ctb-ruthjoy/SRKW/ONC/BarkleyCanyon/ICLISTENHF1251_20141001T213108.332Z.wav,38.3551,38.59316,2391.91,246.51,HB,,NS,0.23806
/home/sadman/projects/ctb-ruthjoy/SRKW/ONC/BarkleyCanyon/ICLISTENHF1251_20130812T184120.873Z.wav,0.39663,1.58654,9134.14,443.23,KW,PC,OKW,1.18991
/home/sadman/projects/ctb-ruthjoy/SRKW/ONC/BarkleyCanyon/ICLISTENHF1251_20130812T191120.879Z.wav,91.94712,94.6875,29857.63,958.54,KW,W,OKW,2.74038
/home/sadman/projects/ctb-ruthjoy/SRKW/ONC/BarkleyCanyon/ICLISTENHF1251_20141001T010108.306Z.wav,42.28137,43.76426,655.75,443.75,HB,TC,,1.48289
